Date,Price,Open,High,Low,Vol.,Change %,Bank
03/08/2023,"13,300.0","12,750.0","13,300.0","12,650.0",1.06M,3.50%,CTS
03/07/2023,"12,850.0","12,700.0","13,050.0","12,650.0",558.50K,1.98%,CTS
03/06/2023,"12,600.0","12,800.0","13,050.0","12,600.0",492.80K,0.40%,CTS
03/03/2023,"12,550.0","13,200.0","13,200.0","12,550.0",546.30K,-3.83%,CTS
03/02/2023,"13,050.0","13,200.0","13,300.0","12,750.0",553.90K,-0.76%,CTS
03/01/2023,"13,150.0","12,350.0","13,150.0","12,200.0",733.70K,6.48%,CTS
02/28/2023,"12,350.0","12,500.0","12,600.0","12,200.0",725.60K,1.23%,CTS
02/27/2023,"12,200.0","12,550.0","12,850.0","12,200.0",1.11M,-6.15%,CTS
02/24/2023,"13,000.0","13,500.0","13,550.0","13,000.0",660.30K,-3.70%,CTS
02/23/2023,"13,500.0","13,300.0","13,500.0","12,800.0",1.19M,0.75%,CTS
02/22/2023,"13,400.0","13,900.0","14,200.0","13,400.0",2.45M,-6.29%,CTS
02/21/2023,"14,300.0","14,550.0","14,600.0","14,200.0",1.36M,0.70%,CTS
02/20/2023,"14,200.0","13,300.0","14,200.0","13,300.0",1.47M,6.77%,CTS
02/17/2023,"13,300.0","13,300.0","13,450.0","13,050.0",846.50K,-0.75%,CTS
02/16/2023,"13,400.0","12,950.0","13,400.0","12,900.0",808.80K,4.28%,CTS
02/15/2023,"12,850.0","12,750.0","13,200.0","12,700.0",672.50K,0.78%,CTS
02/14/2023,"12,750.0","12,800.0","12,900.0","12,550.0",472.40K,1.59%,CTS
02/13/2023,"12,550.0","13,200.0","13,200.0","12,550.0",1.77M,-6.69%,CTS
02/10/2023,"13,450.0","13,650.0","13,800.0","13,200.0",637.20K,-2.54%,CTS
02/09/2023,"13,800.0","13,800.0","14,000.0","13,600.0",509.00K,0.00%,CTS
02/08/2023,"13,800.0","13,600.0","13,900.0","13,300.0",879.40K,2.22%,CTS
02/07/2023,"13,500.0","13,750.0","14,100.0","13,200.0",838.60K,-0.74%,CTS
02/06/2023,"13,600.0","13,200.0","13,650.0","13,200.0",808.60K,0.74%,CTS
02/03/2023,"13,500.0","13,800.0","13,900.0","13,250.0",948.80K,-0.37%,CTS
02/02/2023,"13,550.0","13,900.0","14,200.0","13,500.0",1.60M,-3.90%,CTS
02/01/2023,"14,100.0","15,400.0","15,400.0","14,100.0",2.41M,-6.93%,CTS
01/31/2023,"15,150.0","14,600.0","15,150.0","14,600.0",1.49M,3.77%,CTS
01/30/2023,"14,600.0","14,600.0","15,250.0","14,500.0",2.36M,-0.68%,CTS
01/27/2023,"14,700.0","15,650.0","15,750.0","14,700.0",2.07M,-4.85%,CTS
01/19/2023,"15,450.0","15,150.0","15,850.0","15,150.0",1.06M,0.00%,CTS
01/18/2023,"15,450.0","15,300.0","15,500.0","15,200.0",1.17M,0.98%,CTS
01/17/2023,"15,300.0","14,600.0","15,300.0","14,600.0",1.77M,5.52%,CTS
01/16/2023,"14,500.0","14,500.0","14,550.0","14,100.0",1.03M,0.69%,CTS
01/13/2023,"14,400.0","14,500.0","14,650.0","14,200.0",1.24M,1.41%,CTS
01/12/2023,"14,200.0","14,500.0","14,500.0","13,950.0",1.04M,-1.05%,CTS
01/11/2023,"14,350.0","13,900.0","14,650.0","13,850.0",1.62M,4.36%,CTS
01/10/2023,"13,750.0","13,750.0","13,900.0","13,250.0",704.00K,0.36%,CTS
01/09/2023,"13,700.0","14,000.0","14,100.0","13,700.0",773.60K,0.00%,CTS
01/06/2023,"13,700.0","14,000.0","14,350.0","13,600.0",1.42M,-0.72%,CTS
01/05/2023,"13,800.0","13,800.0","14,100.0","13,250.0",1.04M,0.36%,CTS
01/04/2023,"13,750.0","14,050.0","14,150.0","13,750.0",1.50M,1.85%,CTS
01/03/2023,"13,500.0","12,650.0","13,500.0","12,650.0",932.80K,6.72%,CTS
12/30/2022,"12,650.0","12,900.0","13,050.0","12,650.0",737.40K,-0.39%,CTS
12/29/2022,"12,700.0","13,450.0","13,800.0","12,700.0",855.70K,-6.62%,CTS
12/28/2022,"13,600.0","13,500.0","13,900.0","13,250.0",1.15M,1.49%,CTS
12/27/2022,"13,400.0","12,250.0","13,400.0","12,250.0",1.32M,6.77%,CTS
12/26/2022,"12,550.0","13,400.0","13,450.0","12,550.0",1.58M,-6.69%,CTS
12/23/2022,"13,450.0","13,700.0","13,750.0","13,250.0",686.40K,-1.82%,CTS
12/22/2022,"13,700.0","13,550.0","13,700.0","13,000.0",1.19M,3.79%,CTS
12/21/2022,"13,200.0","14,100.0","14,450.0","12,850.0",1.24M,-4.35%,CTS
12/20/2022,"13,800.0","14,500.0","14,600.0","13,650.0",3.21M,-5.80%,CTS
12/19/2022,"14,650.0","15,000.0","15,700.0","14,650.0",1.93M,-1.68%,CTS
12/16/2022,"14,900.0","15,050.0","15,500.0","14,700.0",2.29M,-1.65%,CTS
12/15/2022,"15,150.0","15,000.0","15,950.0","14,800.0",1.67M,0.33%,CTS
12/14/2022,"15,100.0","15,150.0","15,150.0","14,650.0",3.00M,6.34%,CTS
12/13/2022,"14,200.0","13,450.0","14,200.0","13,200.0",2.19M,6.77%,CTS
12/12/2022,"13,300.0","15,100.0","15,100.0","13,300.0",3.08M,-6.67%,CTS
12/09/2022,"14,250.0","14,050.0","14,250.0","13,500.0",2.65M,6.74%,CTS
12/08/2022,"13,350.0","13,100.0","13,350.0","13,100.0",1.33M,6.80%,CTS
12/07/2022,"12,500.0","12,800.0","13,400.0","12,200.0",2.08M,-3.10%,CTS
12/06/2022,"12,900.0","13,100.0","13,650.0","12,900.0",4.32M,0.78%,CTS
12/05/2022,"12,800.0","12,800.0","12,800.0","12,700.0",1.28M,6.67%,CTS
12/02/2022,"12,000.0","11,100.0","12,000.0","10,950.0",2.00M,6.67%,CTS
12/01/2022,"11,250.0","11,700.0","11,750.0","11,200.0",2.06M,2.27%,CTS
11/30/2022,"11,000.0","10,800.0","11,000.0","10,300.0",1.25M,6.80%,CTS
11/29/2022,"10,300.0","10,300.0","10,300.0","9,850.0",2.19M,6.96%,CTS
11/28/2022,"9,630.0","9,620.0","9,630.0","9,300.0",841.10K,7.00%,CTS
11/25/2022,"9,000.0","8,700.0","9,000.0","8,610.0",581.00K,6.89%,CTS
11/24/2022,"8,420.0","8,200.0","8,600.0","8,100.0",440.50K,1.08%,CTS
11/23/2022,"8,330.0","8,850.0","9,190.0","8,330.0",605.40K,-6.93%,CTS
11/22/2022,"8,950.0","8,880.0","9,490.0","8,800.0",937.90K,0.79%,CTS
11/21/2022,"8,880.0","9,100.0","9,350.0","8,800.0",715.40K,-1.44%,CTS
11/18/2022,"9,010.0","8,780.0","9,100.0","8,150.0",821.20K,4.52%,CTS
11/17/2022,"8,620.0","8,250.0","8,620.0","8,250.0",532.80K,6.95%,CTS
11/16/2022,"8,060.0","7,020.0","8,060.0","7,020.0",1.24M,6.90%,CTS
11/15/2022,"7,540.0","7,600.0","7,710.0","7,540.0",335.20K,-6.91%,CTS
11/14/2022,"8,100.0","8,150.0","8,350.0","8,100.0",911.00K,-6.90%,CTS
11/11/2022,"8,700.0","9,400.0","9,660.0","8,700.0",911.40K,-6.95%,CTS
11/10/2022,"9,350.0","10,000.0","10,000.0","9,350.0",646.00K,-6.97%,CTS
11/09/2022,"10,050.0","10,400.0","10,550.0","9,800.0",377.90K,-0.99%,CTS
11/08/2022,"10,150.0","9,620.0","10,400.0","9,620.0",497.70K,0.50%,CTS
11/07/2022,"10,100.0","10,850.0","10,950.0","10,100.0",1.11M,-6.91%,CTS
11/04/2022,"10,850.0","11,450.0","11,600.0","10,850.0",1.14M,-6.87%,CTS
11/03/2022,"11,650.0","11,650.0","12,000.0","11,400.0",896.00K,-1.69%,CTS
11/02/2022,"11,850.0","11,900.0","12,150.0","11,600.0",684.00K,0.00%,CTS
11/01/2022,"11,850.0","11,600.0","11,900.0","11,200.0",1.41M,6.28%,CTS
10/31/2022,"11,150.0","11,100.0","11,650.0","10,550.0",848.70K,-0.45%,CTS
10/28/2022,"11,200.0","11,100.0","11,500.0","11,100.0",861.10K,2.28%,CTS
10/27/2022,"10,950.0","10,650.0","10,950.0","10,200.0",1.12M,6.83%,CTS
10/26/2022,"10,250.0","11,250.0","11,250.0","10,250.0",868.80K,-6.82%,CTS
10/25/2022,"11,000.0","10,700.0","12,000.0","10,650.0",1.88M,-3.51%,CTS
10/24/2022,"11,400.0","12,050.0","12,400.0","11,400.0",647.10K,-6.94%,CTS
10/21/2022,"12,250.0","13,200.0","13,200.0","12,250.0",637.60K,-6.84%,CTS
10/20/2022,"13,150.0","13,350.0","13,600.0","13,050.0",720.20K,-3.31%,CTS
10/19/2022,"13,600.0","13,800.0","13,900.0","13,600.0",340.70K,0.00%,CTS
10/18/2022,"13,600.0","13,900.0","14,100.0","13,600.0",483.60K,0.74%,CTS
10/17/2022,"13,500.0","13,500.0","13,700.0","13,100.0",287.50K,-1.46%,CTS
10/14/2022,"13,700.0","13,700.0","14,000.0","13,600.0",605.50K,3.40%,CTS
10/13/2022,"13,250.0","13,250.0","13,450.0","13,050.0",199.00K,0.38%,CTS
10/12/2022,"13,200.0","12,500.0","13,650.0","12,500.0",532.60K,2.72%,CTS
10/11/2022,"12,850.0","13,800.0","13,900.0","12,850.0",419.30K,-6.88%,CTS
10/10/2022,"13,800.0","12,550.0","13,950.0","12,550.0",501.70K,3.76%,CTS
10/07/2022,"13,300.0","13,700.0","14,200.0","13,300.0",567.10K,-6.99%,CTS
10/06/2022,"14,300.0","15,500.0","15,500.0","14,300.0",542.10K,-6.84%,CTS
10/05/2022,"15,350.0","14,900.0","15,500.0","14,900.0",352.10K,4.78%,CTS
10/04/2022,"14,650.0","15,400.0","15,800.0","14,650.0",598.40K,-4.25%,CTS
10/03/2022,"15,300.0","16,150.0","16,400.0","15,300.0",482.50K,-6.99%,CTS
09/30/2022,"16,450.0","15,200.0","16,650.0","14,650.0",804.00K,5.45%,CTS
09/29/2022,"15,600.0","17,100.0","17,100.0","15,600.0",455.90K,-6.02%,CTS
09/28/2022,"16,600.0","16,500.0","17,100.0","16,400.0",666.10K,0.00%,CTS
09/27/2022,"16,600.0","17,000.0","17,000.0","16,450.0",365.20K,0.00%,CTS
09/26/2022,"16,600.0","17,200.0","17,500.0","16,600.0",785.60K,-6.74%,CTS
09/23/2022,"17,800.0","17,750.0","18,350.0","17,700.0",555.10K,-0.28%,CTS
09/22/2022,"17,850.0","17,000.0","18,000.0","16,800.0",807.90K,4.39%,CTS
09/21/2022,"17,100.0","17,200.0","17,350.0","16,750.0",201.70K,-1.16%,CTS
09/20/2022,"17,300.0","17,000.0","17,400.0","16,050.0",693.00K,3.28%,CTS
09/19/2022,"16,750.0","18,000.0","18,000.0","16,750.0",985.60K,-6.94%,CTS
09/16/2022,"18,000.0","18,700.0","18,900.0","18,000.0",662.30K,-5.26%,CTS
09/15/2022,"19,000.0","19,200.0","19,400.0","18,900.0",465.10K,-1.04%,CTS
09/14/2022,"19,200.0","18,000.0","19,200.0","17,950.0",913.30K,2.95%,CTS
09/13/2022,"18,650.0","18,700.0","18,750.0","18,300.0",514.30K,0.00%,CTS
09/12/2022,"18,650.0","18,950.0","19,100.0","18,600.0",384.20K,-1.58%,CTS
09/09/2022,"18,950.0","18,950.0","18,950.0","17,500.0",916.70K,1.88%,CTS
09/08/2022,"18,600.0","19,200.0","19,200.0","18,500.0",613.70K,-1.06%,CTS
09/07/2022,"18,800.0","19,450.0","19,750.0","18,750.0",1.33M,-3.59%,CTS
09/06/2022,"19,500.0","19,350.0","19,800.0","19,050.0",785.60K,1.04%,CTS
09/05/2022,"19,300.0","19,300.0","19,500.0","19,050.0",614.30K,1.05%,CTS
08/31/2022,"19,100.0","18,500.0","19,450.0","18,500.0",701.60K,2.69%,CTS
08/30/2022,"18,600.0","19,400.0","19,600.0","18,600.0",710.00K,-2.62%,CTS
08/29/2022,"19,100.0","18,650.0","19,400.0","18,300.0",1.90M,-2.55%,CTS
08/26/2022,"19,600.0","19,950.0","20,250.0","19,550.0",1.08M,-2.49%,CTS
08/25/2022,"20,100.0","20,500.0","20,500.0","19,950.0",949.90K,1.52%,CTS
08/24/2022,"19,800.0","19,250.0","19,800.0","19,200.0",1.68M,3.69%,CTS
08/23/2022,"19,094.6","17,781.8","19,094.6","17,781.8",1.68M,4.80%,CTS
08/22/2022,"18,219.4","19,094.6","19,174.2","18,219.4",1.58M,-4.58%,CTS
08/19/2022,"19,094.6","19,412.8","19,611.7","18,617.2",1.63M,-1.44%,CTS
08/18/2022,"19,373.1","18,577.5","19,731.1","18,418.3",1.47M,3.40%,CTS
08/17/2022,"18,736.6","18,776.4","19,094.6","18,537.7",1.63M,1.95%,CTS
08/16/2022,"18,378.6","17,582.9","18,418.3","17,463.6",1.80M,4.05%,CTS
08/15/2022,"17,662.5","17,901.2","17,901.2","17,503.4",808.31K,0.68%,CTS
08/12/2022,"17,543.2","16,707.8","17,543.2","16,548.7",1.51M,5.00%,CTS
08/11/2022,"16,707.8","17,662.5","17,861.4","16,389.5",2.18M,-4.11%,CTS
08/10/2022,"17,423.8","17,463.6","17,742.1","17,264.7",725.61K,-0.45%,CTS
08/09/2022,"17,503.4","17,423.8","17,901.2","17,105.6",817.24K,0.46%,CTS
08/08/2022,"17,423.8","17,622.7","17,901.2","17,264.7",1.15M,-0.45%,CTS
08/05/2022,"17,503.4","16,389.5","17,503.4","16,230.4",1.63M,5.52%,CTS
08/04/2022,"16,588.4","16,787.3","16,946.5","16,230.4",1.05M,0.24%,CTS
08/03/2022,"16,548.7","15,792.8","16,707.8","15,792.8",1.22M,3.23%,CTS
08/02/2022,"16,031.5","15,912.2","16,310.0","15,673.5",1.86M,2.03%,CTS
08/01/2022,"15,713.3","14,798.3","15,713.3","14,798.3",1.45M,6.76%,CTS
07/29/2022,"14,718.8","14,679.0","15,076.8","14,440.3",1.07M,1.37%,CTS
07/28/2022,"14,519.9","14,321.0","14,798.3","14,321.0",1.07M,3.69%,CTS
07/27/2022,"14,002.7","13,525.3","14,161.8","13,406.0",845.89K,2.33%,CTS
07/26/2022,"13,684.5","14,002.7","14,281.2","13,684.5",390.64K,-2.55%,CTS
07/25/2022,"14,042.5","13,764.0","14,440.3","13,565.1",681.87K,0.00%,CTS
07/22/2022,"14,042.5","14,400.5","14,639.2","14,042.5",735.66K,-2.49%,CTS
07/21/2022,"14,400.5","14,639.2","14,639.2","14,321.0",500.25K,-1.90%,CTS
07/20/2022,"14,679.0","14,161.8","14,718.8","13,923.1",1.26M,6.65%,CTS
07/19/2022,"13,764.0","14,002.7","14,042.5","13,366.2",786.19K,-1.98%,CTS
07/18/2022,"14,042.5","14,321.0","14,440.3","14,042.5",608.97K,-0.28%,CTS
07/15/2022,"14,082.3","14,480.1","14,599.4","14,082.3",751.00K,-1.39%,CTS
07/14/2022,"14,281.2","13,207.1","14,281.2","13,127.5",1.44M,6.85%,CTS
07/13/2022,"13,366.2","13,525.3","13,764.0","13,366.2",572.52K,-1.18%,CTS
07/12/2022,"13,525.3","12,888.9","13,525.3","12,650.2",708.51K,4.94%,CTS
07/11/2022,"12,888.9","12,888.9","13,246.9","12,729.7",1.01M,0.00%,CTS
07/08/2022,"12,888.9","12,650.2","12,968.4","12,331.9",747.10K,6.23%,CTS
07/07/2022,"12,133.0","12,252.4","12,570.6","11,775.0",578.80K,-1.61%,CTS
07/06/2022,"12,331.9","12,570.6","13,008.2","12,252.4",713.17K,-5.20%,CTS
07/05/2022,"13,008.2","13,286.7","13,445.8","12,849.1",869.52K,-2.10%,CTS
07/04/2022,"13,286.7","13,127.5","13,445.8","12,968.4",877.94K,4.38%,CTS
07/01/2022,"12,729.7","11,854.6","12,968.4","11,576.1",774.88K,4.92%,CTS
06/30/2022,"12,133.0","12,849.1","13,008.2","12,133.0",930.36K,-6.73%,CTS
06/29/2022,"13,008.2","12,570.6","13,207.1","12,451.3",575.28K,2.19%,CTS
06/28/2022,"12,729.7","12,928.6","13,127.5","12,729.7",840.36K,1.27%,CTS
06/27/2022,"12,570.6","11,854.6","12,570.6","11,854.6",905.85K,6.76%,CTS
06/24/2022,"11,775.0","11,536.3","12,013.7","11,536.3",635.36K,2.07%,CTS
06/23/2022,"11,536.3","11,377.2","11,615.9","11,337.4",370.03K,-0.34%,CTS
06/22/2022,"11,576.1","11,377.2","11,576.1","11,138.5",683.38K,6.99%,CTS
06/21/2022,"10,820.3","10,263.3","11,496.5","10,064.4",776.51K,0.37%,CTS
06/20/2022,"10,780.5","11,456.8","11,934.1","10,780.5",802.15K,-6.87%,CTS
06/17/2022,"11,576.1","11,655.7","11,854.6","11,576.1",540.84K,-6.73%,CTS
06/16/2022,"12,411.5","13,525.3","13,764.0","12,212.6",686.64K,-5.45%,CTS
06/15/2022,"13,127.5","14,321.0","14,321.0","13,127.5",911.25K,-6.78%,CTS
06/14/2022,"14,082.3","14,321.0","14,957.4","14,002.7",513.44K,-5.85%,CTS
06/13/2022,"14,957.4","15,196.1","15,514.4","14,957.4",833.70K,-6.93%,CTS
06/10/2022,"16,071.3","16,946.5","16,946.5","15,912.2",543.61K,-5.39%,CTS
06/09/2022,"16,986.2","17,105.6","17,105.6","16,707.8",394.16K,1.18%,CTS
06/08/2022,"16,787.3","16,707.8","17,026.0","16,071.3",783.17K,3.94%,CTS
06/07/2022,"16,150.9","16,349.8","16,946.5","15,753.0",763.19K,-3.33%,CTS
06/06/2022,"16,707.8","16,866.9","17,503.4","16,429.3",796.50K,-0.94%,CTS
06/03/2022,"16,866.9","16,946.5","17,185.1","16,707.8",552.78K,-1.17%,CTS
06/02/2022,"17,065.8","17,423.8","17,821.6","16,986.2",919.17K,-0.92%,CTS
06/01/2022,"17,224.9","17,384.0","17,662.5","16,707.8",568.87K,0.00%,CTS
05/31/2022,"17,224.9","17,384.0","17,662.5","16,946.5",699.34K,-1.37%,CTS
05/30/2022,"17,463.6","17,582.9","17,901.2","17,185.1",716.06K,-0.45%,CTS
05/27/2022,"17,543.2","17,503.4","17,901.2","17,344.3",671.56K,-1.12%,CTS
05/26/2022,"17,742.1","17,503.4","18,100.1","17,264.7",940.16K,2.77%,CTS
05/25/2022,"17,264.7","16,310.0","17,264.7","16,310.0",890.14K,5.85%,CTS
05/24/2022,"16,310.0","15,593.9","16,310.0","14,957.4",891.39K,2.50%,CTS
05/23/2022,"15,912.2","17,026.0","17,105.6","15,792.8",998.36K,-6.10%,CTS
05/20/2022,"16,946.5","16,946.5","17,503.4","16,707.8",1.01M,0.47%,CTS
05/19/2022,"16,866.9","15,593.9","16,906.7","15,355.2",1.52M,6.53%,CTS
05/18/2022,"15,832.6","15,514.4","16,310.0","15,514.4",1.17M,3.38%,CTS
05/17/2022,"15,315.5","14,321.0","15,315.5","14,321.0",819.75K,6.94%,CTS
05/16/2022,"14,321.0","14,718.8","14,957.4","14,321.0",1.08M,2.27%,CTS
05/13/2022,"14,002.7","14,480.1","15,196.1","14,002.7",1.02M,-6.88%,CTS
05/12/2022,"15,037.0","15,912.2","15,912.2","15,037.0",491.57K,-6.90%,CTS
05/11/2022,"16,150.9","16,230.4","16,230.4","15,673.5",495.85K,2.53%,CTS
05/10/2022,"15,753.0","15,275.7","16,389.5","15,275.7",1.38M,-3.88%,CTS
05/09/2022,"16,389.5","16,548.7","17,384.0","16,389.5",440.04K,-6.79%,CTS
05/06/2022,"17,582.9","18,577.5","18,577.5","17,582.9",587.60K,-6.95%,CTS
05/05/2022,"18,895.7","19,452.6","19,492.4","18,100.1",605.20K,-1.04%,CTS
05/04/2022,"19,094.6","19,890.2","20,208.5","18,696.8",476.74K,-4.76%,CTS
04/29/2022,"20,049.3","19,731.1","20,288.0","19,412.8",530.79K,1.61%,CTS
04/28/2022,"19,731.1","19,969.8","20,486.9","19,731.1",378.83K,-0.40%,CTS
04/27/2022,"19,810.6","19,850.4","19,890.2","18,696.8",456.76K,0.00%,CTS
04/26/2022,"19,810.6","18,577.5","20,049.3","18,497.9",928.35K,-0.20%,CTS
04/25/2022,"19,850.4","21,799.7","21,799.7","19,850.4",561.83K,-6.90%,CTS
04/22/2022,"21,322.3","21,720.1","22,277.0","20,685.8",529.53K,0.00%,CTS
04/21/2022,"21,322.3","19,890.2","21,879.2","19,890.2",1.08M,2.68%,CTS
04/20/2022,"20,765.4","21,879.2","22,356.6","20,765.4",661.88K,-5.61%,CTS
04/19/2022,"21,998.6","23,709.1","23,868.3","21,998.6",735.04K,-6.90%,CTS
04/18/2022,"23,629.6","24,663.9","25,141.2","23,629.6",1.48M,-6.90%,CTS
04/15/2022,"25,379.9","25,578.8","26,374.4","25,379.9",520.11K,-2.30%,CTS
04/14/2022,"25,976.6","26,573.3","27,050.7","25,936.8",471.97K,-2.54%,CTS
04/13/2022,"26,652.9","26,215.3","27,448.5","25,220.8",637.12K,2.13%,CTS
04/12/2022,"26,096.0","27,329.1","27,329.1","26,096.0",607.21K,-2.09%,CTS
04/08/2022,"26,652.9","28,244.1","28,443.0","26,652.9",929.35K,-5.63%,CTS
04/07/2022,"28,244.1","29,358.0","29,397.7","28,244.1",1.40M,-2.74%,CTS
04/06/2022,"29,039.7","28,681.7","29,437.5","28,681.7",869.15K,0.55%,CTS
04/05/2022,"28,880.6","29,358.0","30,233.1","28,840.8",1.32M,-2.02%,CTS
04/04/2022,"29,477.3","28,085.0","29,477.3","27,766.7",2.74M,6.93%,CTS
04/01/2022,"27,567.8","26,652.9","27,567.8","26,334.6",695.82K,2.97%,CTS
03/31/2022,"26,772.2","26,971.1","27,448.5","26,652.9",354.70K,-0.44%,CTS
03/30/2022,"26,891.6","26,732.4","27,766.7","26,732.4",644.16K,-1.17%,CTS
03/29/2022,"27,209.8","26,812.0","27,448.5","26,812.0",451.48K,1.63%,CTS
03/28/2022,"26,772.2","27,448.5","28,164.5","26,175.5",854.06K,-2.04%,CTS
03/25/2022,"27,330.6","28,141.0","28,141.0","27,293.8",896.60K,-0.93%,CTS
03/24/2022,"27,588.5","27,772.6","27,993.6","27,404.3",597.41K,-0.66%,CTS
03/23/2022,"27,772.6","28,509.3","28,509.3","27,625.3",865.78K,-1.82%,CTS
03/22/2022,"28,288.3","27,772.6","28,325.1","27,772.6",885.74K,2.40%,CTS
03/21/2022,"27,625.3","27,625.3","27,846.3","27,478.0",363.12K,1.49%,CTS
03/18/2022,"27,220.1","26,888.6","27,478.0","26,815.0",538.09K,1.37%,CTS
03/17/2022,"26,851.8","27,109.6","27,183.3","26,815.0",378.87K,-0.14%,CTS
03/16/2022,"26,888.6","26,741.3","27,109.6","26,594.0",326.60K,1.39%,CTS
03/15/2022,"26,520.3","26,115.1","26,962.3","26,115.1",400.45K,1.12%,CTS
03/14/2022,"26,225.6","27,404.3","27,478.0","26,151.9",1.12M,-4.30%,CTS
03/11/2022,"27,404.3","28,435.6","28,435.6","27,404.3",938.41K,-3.63%,CTS
03/10/2022,"28,435.6","29,246.0","29,246.0","28,362.0",561.85K,1.31%,CTS
03/09/2022,"28,067.3","28,730.3","28,804.0","26,667.6",1.19M,-1.55%,CTS
03/08/2022,"28,509.3","28,362.0","29,688.0","28,362.0",1.08M,-1.53%,CTS
03/07/2022,"28,951.3","29,098.6","29,319.6","28,767.1",1.14M,-1.75%,CTS
03/04/2022,"29,467.0","29,909.0","30,387.8","29,467.0",1.45M,0.00%,CTS
03/03/2022,"29,467.0","29,172.3","29,467.0","28,583.0",1.10M,1.52%,CTS
03/02/2022,"29,025.0","29,319.6","29,909.0","28,288.3",2.04M,-2.72%,CTS
03/01/2022,"29,835.3","30,130.0","30,130.0","29,319.6",1.61M,-0.74%,CTS
02/28/2022,"30,056.3","29,909.0","30,572.0","29,909.0",1.35M,0.49%,CTS
02/25/2022,"29,909.0","28,730.3","30,203.7","28,435.6",2.46M,5.73%,CTS
02/24/2022,"28,288.3","27,625.3","28,877.6","26,888.6",2.13M,1.19%,CTS
02/23/2022,"27,956.8","28,104.1","28,325.1","27,809.5",684.97K,0.80%,CTS
02/22/2022,"27,735.8","27,772.6","28,214.6","27,330.6",1.54M,-2.46%,CTS
02/21/2022,"28,435.6","27,625.3","28,656.6","27,625.3",1.59M,3.76%,CTS
02/18/2022,"27,404.3","26,520.3","27,588.5","26,520.3",1.09M,2.06%,CTS
02/17/2022,"26,851.8","27,257.0","27,257.0","26,667.6",577.46K,-0.55%,CTS
02/16/2022,"26,999.1","26,446.6","27,220.1","26,446.6",664.74K,2.37%,CTS
02/15/2022,"26,372.9","25,783.6","26,446.6","25,783.6",662.44K,0.85%,CTS
02/14/2022,"26,151.9","27,625.3","27,625.3","26,151.9",1.45M,-5.59%,CTS
02/11/2022,"27,699.0","27,293.8","27,993.6","27,257.0",693.79K,0.40%,CTS
02/10/2022,"27,588.5","27,993.6","28,435.6","27,330.6",922.39K,-1.32%,CTS
02/09/2022,"27,956.8","26,741.3","28,398.8","26,741.3",1.08M,3.83%,CTS
02/08/2022,"26,925.5","26,225.6","27,220.1","25,857.3",850.58K,2.67%,CTS
02/07/2022,"26,225.6","26,372.9","26,962.3","26,188.8",762.07K,2.01%,CTS
01/28/2022,"25,709.9","25,820.4","26,446.6","24,752.3",1.12M,-1.69%,CTS
01/27/2022,"26,151.9","25,562.6","27,257.0","25,488.9",1.16M,2.31%,CTS
01/26/2022,"25,562.6","25,046.9","26,483.4","24,973.3",1.26M,2.66%,CTS
01/25/2022,"24,899.6","24,383.9","25,636.3","24,383.9",1.66M,-4.92%,CTS
01/24/2022,"26,188.8","27,257.0","27,330.6","26,188.8",1.35M,-6.94%,CTS
01/21/2022,"28,141.0","29,246.0","29,246.0","28,104.1",1.19M,-3.54%,CTS
01/20/2022,"29,172.3","28,583.0","29,761.7","27,330.6",949.40K,2.59%,CTS
01/19/2022,"28,435.6","29,098.6","29,393.3","27,257.0",1.80M,0.13%,CTS
01/18/2022,"28,398.8","28,398.8","29,319.6","28,398.8",2.11M,-6.88%,CTS
01/17/2022,"30,498.3","32,561.0","32,708.3","30,498.3",2.47M,-6.97%,CTS
01/14/2022,"32,782.0","31,308.7","33,224.0","30,572.0",1.21M,2.77%,CTS
01/13/2022,"31,898.0","33,887.0","33,960.7","31,677.0",1.96M,-3.56%,CTS
01/12/2022,"33,076.7","30,940.3","33,076.7","30,572.0",3.30M,6.90%,CTS
01/11/2022,"30,940.3","32,303.2","33,371.4","30,940.3",2.93M,-5.94%,CTS
01/10/2022,"32,892.5","34,992.0","36,170.7","32,892.5",4.35M,-6.98%,CTS
01/07/2022,"35,360.4","36,244.4","36,649.6","35,139.4",2.70M,-2.44%,CTS
01/06/2022,"36,244.4","36,760.1","38,159.7","35,802.4",2.68M,-1.40%,CTS
01/05/2022,"36,760.1","35,360.4","37,644.1","35,213.0",3.30M,4.39%,CTS
01/04/2022,"35,213.0","34,144.9","35,213.0","33,887.0",2.95M,3.13%,CTS
12/31/2021,"34,144.9","34,918.4","35,286.7","33,371.4",3.02M,0.65%,CTS
12/30/2021,"33,923.9","33,187.2","33,923.9","32,340.0",2.66M,6.97%,CTS
12/29/2021,"31,713.8","29,430.1","31,713.8","29,430.1",3.00M,6.96%,CTS
12/28/2021,"29,651.1","29,540.6","29,909.0","29,319.6",1.25M,0.37%,CTS
12/27/2021,"29,540.6","30,498.3","30,498.3","29,319.6",877.86K,1.01%,CTS
12/24/2021,"29,246.0","28,619.8","29,246.0","28,214.6",974.79K,3.66%,CTS
12/23/2021,"28,214.6","29,761.7","29,761.7","27,956.8",2.14M,-6.13%,CTS
12/22/2021,"30,056.3","30,756.2","31,087.7","29,909.0",1.74M,-2.28%,CTS
12/21/2021,"30,756.2","30,940.3","31,308.7","30,608.8",991.89K,-2.11%,CTS
