"Date","Price","Open","High","Low","Vol.","Change %"
"02/07/2023","7,990.0","8,110.0","8,250.0","7,900.0","353.80K","-1.11%"
"02/06/2023","8,080.0","8,100.0","8,100.0","7,970.0","280.40K","0.25%"
"02/03/2023","8,060.0","8,120.0","8,220.0","7,970.0","581.50K","-0.37%"
"02/02/2023","8,090.0","8,210.0","8,330.0","8,000.0","536.20K","-1.46%"
"02/01/2023","8,210.0","8,580.0","8,650.0","8,200.0","1.16M","-3.41%"
"01/31/2023","8,500.0","8,500.0","8,500.0","8,410.0","804.10K","0.47%"
"01/30/2023","8,460.0","8,500.0","8,570.0","8,350.0","737.20K","0.12%"
"01/27/2023","8,450.0","8,540.0","8,650.0","8,410.0","691.80K","0.72%"
"01/19/2023","8,390.0","8,240.0","8,500.0","8,240.0","551.70K","1.82%"
"01/18/2023","8,240.0","8,240.0","8,300.0","8,170.0","347.80K","0.00%"
"01/17/2023","8,240.0","8,050.0","8,260.0","8,000.0","704.90K","3.00%"
"01/16/2023","8,000.0","8,050.0","8,100.0","7,910.0","296.60K","-0.62%"
"01/13/2023","8,050.0","8,060.0","8,190.0","7,930.0","706.10K","0.75%"
"01/12/2023","7,990.0","8,110.0","8,110.0","7,930.0","291.50K","-0.62%"
"01/11/2023","8,040.0","7,810.0","8,120.0","7,810.0","388.00K","3.08%"
"01/10/2023","7,800.0","7,780.0","7,980.0","7,730.0","320.60K","-1.64%"
"01/09/2023","7,930.0","8,030.0","8,170.0","7,910.0","152.40K","-0.88%"
"01/06/2023","8,000.0","8,000.0","8,120.0","7,990.0","790.50K","0.00%"
"01/05/2023","8,000.0","8,000.0","8,100.0","7,690.0","523.40K","0.00%"
"01/04/2023","8,000.0","8,100.0","8,100.0","7,950.0","455.90K","0.00%"
"01/03/2023","8,000.0","7,500.0","8,000.0","7,450.0","547.10K","6.67%"
"12/30/2022","7,500.0","7,600.0","7,600.0","7,500.0","149.00K","0.00%"
"12/29/2022","7,500.0","7,590.0","7,630.0","7,500.0","208.60K","-1.06%"
"12/28/2022","7,580.0","7,690.0","7,690.0","7,510.0","192.30K","0.41%"
"12/27/2022","7,549.1","7,184.9","7,549.1","7,175.1","356.01K","5.07%"
"12/26/2022","7,184.9","7,677.0","7,726.2","7,155.4","397.06K","-6.41%"
"12/23/2022","7,677.0","7,726.2","7,726.2","7,529.4","297.69K","0.65%"
"12/22/2022","7,627.8","7,726.2","7,775.4","7,480.2","431.61K","0.65%"
"12/21/2022","7,578.6","8,070.7","8,080.6","7,490.0","768.92K","-5.87%"
"12/20/2022","8,051.0","8,179.0","8,415.2","7,923.1","890.24K","-4.88%"
"12/19/2022","8,464.4","8,444.7","8,858.1","8,395.5","1.02M","0.47%"
"12/16/2022","8,425.0","8,119.9","8,464.4","8,119.9","520.61K","0.35%"
"12/15/2022","8,395.5","8,375.8","8,513.6","8,267.6","725.74K","0.35%"
"12/14/2022","8,366.0","8,759.7","8,759.7","8,366.0","550.78K","-0.58%"
"12/13/2022","8,415.2","8,011.7","8,415.2","7,982.1","525.79K","4.52%"
"12/12/2022","8,051.0","8,297.1","8,553.0","7,883.7","875.40K","-2.62%"
"12/09/2022","8,267.6","8,356.1","8,356.1","8,060.9","536.76K","0.12%"
"12/08/2022","8,257.7","7,923.1","8,257.7","7,923.1","1.03M","6.88%"
"12/07/2022","7,726.2","8,267.6","8,287.2","7,716.4","881.30K","-6.77%"
"12/06/2022","8,287.2","8,907.3","8,907.3","8,287.2","1.26M","-6.96%"
"12/05/2022","8,907.3","9,123.8","9,123.8","8,838.4","1.09M","4.26%"
"12/02/2022","8,543.1","7,923.1","8,543.1","7,883.7","1.13M","6.63%"
"12/01/2022","8,011.7","8,070.7","8,356.1","7,972.3","1.01M","0.49%"
"11/30/2022","7,972.3","7,972.3","8,041.2","7,677.0","859.86K","1.25%"
"11/29/2022","7,873.9","8,021.5","8,051.0","7,558.9","1.04M","3.90%"
"11/28/2022","7,578.6","7,381.7","7,578.6","7,293.2","828.16K","6.94%"
"11/25/2022","7,086.5","6,801.1","7,086.5","6,682.9","582.48K","6.98%"
"11/24/2022","6,623.9","6,407.4","6,781.4","6,407.4","277.17K","-1.75%"
"11/23/2022","6,742.0","6,860.1","7,037.3","6,732.2","202.70K","-1.72%"
"11/22/2022","6,860.1","6,732.2","7,086.5","6,604.2","594.37K","2.05%"
"11/21/2022","6,722.3","7,086.5","7,086.5","6,692.8","364.24K","0.59%"
"11/18/2022","6,682.9","6,692.8","6,771.5","6,299.1","465.03K","4.14%"
"11/17/2022","6,417.2","6,299.1","6,417.2","6,249.9","461.48K","5.84%"
"11/16/2022","6,062.9","5,275.5","6,062.9","5,275.5","636.64K","6.94%"
"11/15/2022","5,669.2","5,905.4","6,102.2","5,669.2","376.94K","-6.95%"
"11/14/2022","6,092.4","6,476.3","6,476.3","5,994.0","317.40K","-5.35%"
"11/11/2022","6,436.9","6,545.1","6,742.0","6,436.9","433.64K","0.31%"
"11/10/2022","6,417.2","6,791.2","7,007.7","6,417.2","585.02K","-6.99%"
"11/09/2022","6,899.5","7,066.8","7,184.9","6,899.5","232.06K","-0.57%"
"11/08/2022","6,938.8","6,446.7","6,988.1","6,446.7","252.99K","1.88%"
"11/07/2022","6,810.9","7,145.5","7,371.9","6,791.2","391.88K","-3.89%"
"11/04/2022","7,086.5","7,480.2","7,529.4","6,988.1","312.73K","-5.01%"
"11/03/2022","7,460.5","7,342.4","7,873.9","7,342.4","387.92K","-4.05%"
"11/02/2022","7,775.4","7,755.8","8,070.7","7,745.9","246.59K","-0.13%"
"11/01/2022","7,785.3","7,519.5","7,873.9","7,519.5","343.52K","3.67%"
"10/31/2022","7,509.7","7,608.1","7,608.1","7,184.9","276.66K","0.39%"
"10/28/2022","7,480.2","7,578.6","7,677.0","7,460.5","280.32K","1.20%"
"10/27/2022","7,391.6","6,732.2","7,391.6","6,732.2","372.27K","6.98%"
"10/26/2022","6,909.3","6,919.2","7,165.2","6,909.3","188.37K","0.00%"
"10/25/2022","6,909.3","6,692.8","7,253.8","6,614.0","563.08K","-2.09%"
"10/24/2022","7,057.0","7,618.0","7,677.0","7,057.0","473.87K","-6.88%"
"10/21/2022","7,578.6","8,119.9","8,139.6","7,578.6","424.90K","-6.67%"
"10/20/2022","8,119.9","8,267.6","8,267.6","8,041.2","126.49K","-1.79%"
"10/19/2022","8,267.6","8,070.7","8,513.6","8,051.0","320.45K","-1.18%"
"10/18/2022","8,366.0","8,562.8","8,562.8","8,356.1","410.37K","1.92%"
"10/17/2022","8,208.5","8,080.6","8,218.3","7,923.1","347.07K","1.58%"
"10/14/2022","8,080.6","8,267.6","8,366.0","8,060.9","513.19K","2.37%"
"10/13/2022","7,893.5","8,060.9","8,060.9","7,814.8","208.59K","0.25%"
"10/12/2022","7,873.9","7,677.0","8,119.9","7,677.0","452.94K","2.30%"
"10/11/2022","7,696.7","8,366.0","8,366.0","7,696.7","626.58K","-6.91%"
"10/10/2022","8,267.6","7,578.6","8,366.0","7,578.6","645.68K","2.31%"
"10/07/2022","8,080.6","8,375.8","8,661.3","8,080.6","921.83K","-6.92%"
"10/06/2022","8,680.9","9,054.9","9,202.6","8,543.1","292.72K","-4.13%"
"10/05/2022","9,054.9","8,858.1","9,054.9","8,759.7","348.09K","5.75%"
"10/04/2022","8,562.8","9,202.6","9,202.6","8,562.8","380.80K","-4.61%"
"10/03/2022","8,976.2","9,635.6","9,645.5","8,976.2","389.44K","-6.94%"
"09/30/2022","9,645.5","9,547.1","9,645.5","9,153.4","532.39K","0.00%"
"09/29/2022","9,645.5","10,137.6","10,334.4","9,645.5","344.63K","-3.92%"
"09/28/2022","10,039.2","10,039.2","10,186.8","9,842.3","386.90K","0.00%"
"09/27/2022","10,039.2","9,891.5","10,186.8","9,891.5","305.11K","0.00%"
"09/26/2022","10,039.2","10,629.7","10,629.7","9,990.0","760.59K","-6.42%"
"09/23/2022","10,728.1","10,925.0","11,023.4","10,728.1","319.74K","-1.80%"
"09/22/2022","10,925.0","10,629.7","11,023.4","10,482.1","486.88K","1.84%"
"09/21/2022","10,728.1","10,482.1","10,777.4","10,482.1","269.85K","0.46%"
"09/20/2022","10,678.9","10,482.1","10,728.1","10,334.4","567.75K","1.88%"
"09/19/2022","10,482.1","11,220.3","11,269.5","10,482.1","821.66K","-6.58%"
"09/16/2022","11,220.3","11,613.9","11,613.9","11,220.3","418.80K","-3.80%"
"09/15/2022","11,663.2","11,860.0","11,860.0","11,515.5","270.06K","-1.25%"
"09/14/2022","11,810.8","11,121.8","11,810.8","11,121.8","609.61K","2.56%"
"09/13/2022","11,515.5","11,466.3","11,712.4","11,318.7","372.88K","0.43%"
"09/12/2022","11,466.3","11,613.9","11,810.8","11,318.7","560.44K","0.43%"
"09/09/2022","11,417.1","11,466.3","11,613.9","11,023.4","634.50K","0.00%"
"09/08/2022","11,417.1","11,712.4","11,958.4","11,318.7","801.03K","-1.69%"
"09/07/2022","11,613.9","12,155.3","12,352.1","11,613.9","1.38M","-5.98%"
"09/06/2022","12,352.1","12,253.7","12,450.5","12,253.7","683.88K","0.00%"
"09/05/2022","12,352.1","12,352.1","12,598.2","12,253.7","650.05K","-1.18%"
"08/31/2022","12,499.8","12,302.9","12,549.0","12,106.1","818.30K","1.20%"
"08/30/2022","12,352.1","12,745.8","12,745.8","12,204.5","823.79K","-1.57%"
"08/29/2022","12,549.0","12,598.2","12,696.6","12,056.9","2.02M","-3.04%"
"08/26/2022","12,942.7","13,287.1","13,385.6","12,893.5","1.50M","-2.59%"
"08/25/2022","13,287.1","13,090.3","13,484.0","13,090.3","1.48M","0.75%"
"08/24/2022","13,188.7","13,385.6","13,434.8","13,139.5","1.05M","-0.74%"
"08/23/2022","13,287.1","12,499.8","13,287.1","12,204.5","2.14M","4.65%"
"08/22/2022","12,696.6","12,253.7","12,844.2","12,155.3","2.39M","3.61%"
"08/19/2022","12,253.7","12,106.1","12,499.8","11,958.4","1.42M","1.22%"
"08/18/2022","12,106.1","11,958.4","12,401.3","11,860.0","1.25M","0.82%"
"08/17/2022","12,007.6","12,106.1","12,204.5","11,958.4","768.31K","-0.41%"
"08/16/2022","12,056.9","12,155.3","12,155.3","12,007.6","414.23K","-0.41%"
"08/15/2022","12,106.1","12,056.9","12,155.3","11,958.4","954.96K","1.65%"
"08/12/2022","11,909.2","11,613.9","12,106.1","11,613.9","840.86K","1.25%"
"08/11/2022","11,761.6","12,106.1","12,302.9","11,613.9","921.53K","-1.24%"
"08/10/2022","11,909.2","11,909.2","12,106.1","11,860.0","771.16K","-0.82%"
"08/09/2022","12,007.6","12,007.6","12,155.3","11,810.8","972.74K","0.00%"
"08/08/2022","12,007.6","12,302.9","12,401.3","11,958.4","1.20M","-1.61%"
"08/05/2022","12,204.5","11,810.8","12,253.7","11,712.4","1.24M","3.33%"
"08/04/2022","11,810.8","11,909.2","12,204.5","11,712.4","1.11M","0.00%"
"08/03/2022","11,810.8","11,613.9","11,810.8","11,515.5","1.35M","0.84%"
"08/02/2022","11,712.4","11,810.8","12,007.6","11,613.9","1.39M","0.00%"
"08/01/2022","11,712.4","11,023.4","11,712.4","11,023.4","1.46M","6.25%"
"07/29/2022","11,023.4","11,023.4","11,220.3","10,925.0","700.04K","0.00%"
"07/28/2022","11,023.4","10,826.6","11,220.3","10,826.6","1.42M","3.23%"
"07/27/2022","10,678.9","10,334.4","10,728.1","10,334.4","833.44K","3.33%"
"07/26/2022","10,334.4","10,531.3","10,580.5","10,334.4","375.72K","-1.87%"
"07/25/2022","10,531.3","10,531.3","10,777.4","10,285.2","598.74K","0.00%"
"07/22/2022","10,531.3","10,629.7","10,777.4","10,531.3","626.99K","-1.38%"
"07/21/2022","10,678.9","10,728.1","10,777.4","10,482.1","683.48K","-0.46%"
"07/20/2022","10,728.1","10,875.8","10,974.2","10,629.7","893.28K","2.35%"
"07/19/2022","10,482.1","10,678.9","10,777.4","10,236.0","1.06M","-2.29%"
"07/18/2022","10,728.1","10,826.6","11,023.4","10,629.7","876.72K","0.46%"
"07/15/2022","10,678.9","10,777.4","11,072.6","10,629.7","791.07K","-0.46%"
"07/14/2022","10,728.1","10,039.2","10,728.1","9,842.3","1.56M","6.86%"
"07/13/2022","10,039.2","10,088.4","10,186.8","9,990.0","778.27K","0.00%"
"07/12/2022","10,039.2","9,704.5","10,039.2","9,704.5","884.24K","3.03%"
"07/11/2022","9,743.9","9,990.0","10,088.4","9,694.7","393.30K","-1.00%"
"07/08/2022","9,842.3","9,743.9","9,990.0","9,645.5","376.64K","3.63%"
"07/07/2022","9,497.8","9,547.1","9,842.3","9,320.7","290.58K","-1.53%"
"07/06/2022","9,645.5","9,645.5","9,990.0","9,645.5","472.04K","-3.45%"
"07/05/2022","9,990.0","10,236.0","10,236.0","9,990.0","592.24K","-2.40%"
"07/04/2022","10,236.0","9,704.5","10,285.2","9,704.5","1.02M","6.12%"
"07/01/2022","9,645.5","9,054.9","9,891.5","8,759.7","745.86K","4.15%"
"06/30/2022","9,261.6","9,822.6","9,842.3","9,212.4","542.25K","-5.71%"
"06/29/2022","9,822.6","9,360.1","10,088.4","9,360.1","550.07K","0.30%"
"06/28/2022","9,793.1","9,990.0","10,236.0","9,743.9","526.60K","-0.50%"
"06/27/2022","9,842.3","9,350.2","9,842.3","9,301.0","435.97K","4.82%"
"06/24/2022","9,389.6","9,429.0","9,586.4","9,163.2","516.24K","3.70%"
"06/23/2022","9,054.9","8,976.2","9,153.4","8,877.8","356.52K","0.88%"
"06/22/2022","8,976.2","9,054.9","9,054.9","8,562.8","631.76K","6.05%"
"06/21/2022","8,464.4","8,287.2","9,054.9","8,287.2","496.22K","-2.61%"
"06/20/2022","8,690.8","8,779.4","9,547.1","8,690.8","638.47K","-6.95%"
"06/17/2022","9,340.4","9,458.5","9,842.3","9,340.4","790.06K","-6.96%"
"06/16/2022","10,039.2","10,137.6","10,531.3","9,842.3","447.86K","0.00%"
"06/15/2022","10,039.2","10,531.3","11,023.4","10,039.2","629.42K","-6.85%"
"06/14/2022","10,777.4","10,580.5","11,220.3","10,580.5","492.97K","-4.37%"
"06/13/2022","11,269.5","11,958.4","11,958.4","11,269.5","874.39K","-6.91%"
"06/10/2022","12,106.1","12,401.3","12,549.0","12,106.1","394.42K","-3.91%"
"06/09/2022","12,598.2","12,302.9","12,598.2","12,302.9","365.06K","3.23%"
"06/08/2022","12,204.5","12,007.6","12,401.3","11,958.4","523.15K","3.33%"
"06/07/2022","11,810.8","12,056.9","12,155.3","11,613.9","635.83K","-2.44%"
"06/06/2022","12,106.1","12,204.5","12,696.6","11,958.4","524.88K","-0.81%"
"06/03/2022","12,204.5","12,499.8","12,549.0","12,155.3","435.67K","-2.36%"
"06/02/2022","12,499.8","12,745.8","13,041.1","12,499.8","643.24K","-1.93%"
"06/01/2022","12,745.8","12,893.5","13,090.3","12,598.2","484.54K","-0.77%"
"05/31/2022","12,844.2","12,844.2","13,139.5","12,844.2","582.89K","-1.88%"
"05/30/2022","13,090.3","13,041.1","13,188.7","12,795.0","435.16K","1.53%"
"05/27/2022","12,893.5","12,844.2","13,090.3","12,795.0","527.82K","-0.38%"
"05/26/2022","12,942.7","12,795.0","13,287.1","12,696.6","1.07M","2.73%"
"05/25/2022","12,598.2","12,302.9","12,647.4","12,056.9","625.16K","4.06%"
"05/24/2022","12,106.1","11,860.0","12,106.1","11,515.5","490.64K","0.82%"
"05/23/2022","12,007.6","12,696.6","12,745.8","11,712.4","665.70K","-3.94%"
"05/20/2022","12,499.8","12,795.0","12,893.5","12,499.8","596.51K","0.40%"
"05/19/2022","12,450.5","11,958.4","12,647.4","11,909.2","618.96K","0.00%"
"05/18/2022","12,450.5","12,696.6","12,991.9","12,401.3","606.77K","1.20%"
"05/17/2022","12,302.9","11,023.4","12,302.9","11,023.4","769.33K","6.84%"
"05/16/2022","11,515.5","11,515.5","12,007.6","11,466.3","570.80K","0.86%"
"05/13/2022","11,417.1","11,515.5","12,204.5","11,417.1","998.54K","-6.83%"
"05/12/2022","12,253.7","12,795.0","12,893.5","12,253.7","600.26K","-6.74%"
"05/11/2022","13,139.5","13,287.1","13,434.8","12,795.0","380.80K","-1.11%"
"05/10/2022","13,287.1","11,810.8","13,287.1","11,810.8","1.03M","5.06%"
"05/09/2022","12,647.4","13,385.6","13,385.6","12,647.4","710.91K","-6.88%"
"05/06/2022","13,582.4","14,369.8","14,369.8","13,582.4","602.40K","-6.76%"
"05/05/2022","14,566.6","14,960.3","14,960.3","14,074.5","442.27K","-1.00%"
"05/04/2022","14,714.3","15,058.8","15,157.2","14,665.1","480.48K","-2.29%"
"04/29/2022","15,058.8","14,911.1","15,206.4","14,763.5","555.66K","0.66%"
"04/28/2022","14,960.3","14,960.3","15,255.6","14,861.9","397.77K","0.66%"
"04/27/2022","14,861.9","14,566.6","14,911.1","14,271.4","377.25K","2.03%"
"04/26/2022","14,566.6","14,123.7","14,566.6","13,237.9","738.24K","2.42%"
"04/25/2022","14,222.2","15,354.0","15,600.1","14,222.2","831.10K","-6.77%"
"04/22/2022","15,255.6","15,944.6","15,944.6","15,058.8","736.11K","-0.64%"
"04/21/2022","15,354.0","15,157.2","16,338.3","14,320.6","1.16M","0.00%"
"04/20/2022","15,354.0","15,354.0","15,944.6","15,058.8","878.15K","-0.32%"
"04/19/2022","15,403.2","16,485.9","16,928.8","15,403.2","609.71K","-6.29%"
"04/18/2022","16,436.7","17,224.1","17,568.6","16,436.7","1.40M","-6.96%"
"04/15/2022","17,667.0","18,503.6","18,503.6","17,519.3","922.44K","-4.01%"
"04/14/2022","18,405.2","18,848.1","18,995.7","18,405.2","482.10K","-1.58%"
"04/13/2022","18,700.4","18,257.5","18,700.4","17,420.9","1.01M","2.70%"
"04/12/2022","18,208.3","19,291.0","19,635.4","18,208.3","1.24M","-6.33%"
"04/08/2022","19,438.6","19,783.1","20,127.6","19,389.4","1.20M","-2.23%"
"04/07/2022","19,881.5","20,275.2","20,422.8","19,881.5","923.56K","-2.65%"
"04/06/2022","20,422.8","20,078.4","20,668.9","19,881.5","997.43K","-0.24%"
"04/05/2022","20,472.0","21,062.6","21,259.4","20,373.6","1.58M","-2.80%"
"04/04/2022","21,062.6","20,078.4","21,062.6","19,783.1","2.51M","7.00%"
"04/01/2022","19,684.7","19,340.2","19,684.7","19,192.5","747.18K","0.76%"
"03/31/2022","19,537.0","19,586.2","19,881.5","19,340.2","641.31K","-0.25%"
"03/30/2022","19,586.2","19,783.1","19,979.9","19,389.4","829.17K","-1.00%"
"03/29/2022","19,783.1","19,783.1","20,078.4","19,684.7","709.49K","0.50%"
"03/28/2022","19,684.7","19,389.4","20,029.1","19,389.4","1.24M","-1.72%"
"03/25/2022","20,029.1","20,176.8","20,373.6","20,029.1","622.92K","-0.73%"
"03/24/2022","20,176.8","20,324.4","20,472.0","20,127.6","976.50K","-0.97%"
"03/23/2022","20,373.6","20,570.5","20,570.5","20,324.4","818.91K","0.24%"
"03/22/2022","20,324.4","20,472.0","20,570.5","20,127.6","793.31K","0.73%"
"03/21/2022","20,176.8","19,979.9","20,176.8","19,881.5","942.26K","0.99%"
"03/18/2022","19,979.9","20,029.1","20,127.6","19,881.5","600.47K","0.00%"
"03/17/2022","19,979.9","19,979.9","20,029.1","19,783.1","875.61K","1.25%"
"03/16/2022","19,733.9","19,684.7","19,930.7","19,537.0","792.80K","0.50%"
"03/15/2022","19,635.4","19,684.7","19,783.1","19,487.8","820.03K","0.50%"
"03/14/2022","19,537.0","20,078.4","20,078.4","19,389.4","1.57M","-4.11%"
"03/11/2022","20,373.6","20,964.2","20,964.2","20,226.0","1.20M","-2.82%"
"03/10/2022","20,964.2","21,357.9","21,456.3","20,964.2","592.75K","0.47%"
"03/09/2022","20,865.7","21,505.5","21,505.5","20,570.5","1.18M","-0.24%"
"03/08/2022","20,915.0","20,865.7","21,554.7","20,668.9","1.61M","-1.16%"
"03/07/2022","21,161.0","21,161.0","21,554.7","20,964.2","1.25M","-1.60%"
"03/04/2022","21,505.5","21,505.5","21,948.4","21,407.1","1.91M","1.86%"
"03/03/2022","21,111.8","20,915.0","21,161.0","20,472.0","1.78M","1.90%"
"03/02/2022","20,718.1","21,062.6","21,062.6","20,472.0","1.31M","-1.17%"
"03/01/2022","20,964.2","20,718.1","21,111.8","20,521.3","1.06M","0.95%"
"02/28/2022","20,767.3","21,259.4","21,259.4","20,668.9","1.02M","-0.94%"
"02/25/2022","20,964.2","20,668.9","21,111.8","20,472.0","1.25M","3.40%"
"02/24/2022","20,275.2","20,767.3","21,357.9","19,684.7","2.09M","-2.60%"
"02/23/2022","20,816.5","20,668.9","20,964.2","20,668.9","986.05K","1.44%"
"02/22/2022","20,521.3","20,767.3","21,062.6","20,176.8","1.50M","-2.80%"
"02/21/2022","21,111.8","20,668.9","21,357.9","20,668.9","1.37M","3.62%"
"02/18/2022","20,373.6","19,881.5","20,619.7","19,733.9","1.90M","1.72%"
"02/17/2022","20,029.1","19,783.1","20,029.1","19,783.1","596.10K","1.24%"
"02/16/2022","19,783.1","20,029.1","20,078.4","19,684.7","629.22K","1.01%"
"02/15/2022","19,586.2","19,389.4","19,733.9","19,291.0","682.36K","0.50%"
"02/14/2022","19,487.8","20,078.4","20,078.4","19,192.5","916.86K","-3.88%"
"02/11/2022","20,275.2","20,029.1","20,422.8","19,979.9","574.76K","0.00%"
"02/10/2022","20,275.2","20,472.0","20,570.5","20,127.6","796.97K","-0.48%"
"02/09/2022","20,373.6","19,881.5","20,619.7","19,733.9","953.23K","2.22%"
"02/08/2022","19,930.7","19,783.1","20,078.4","19,487.8","753.68K","0.25%"
"02/07/2022","19,881.5","19,783.1","19,930.7","19,389.4","685.81K","5.76%"
"01/28/2022","18,798.9","19,094.1","19,094.1","18,552.8","772.78K","0.53%"
"01/27/2022","18,700.4","18,503.6","19,586.2","18,306.7","877.13K","0.80%"
"01/26/2022","18,552.8","19,192.5","19,389.4","18,552.8","724.73K","-1.82%"
"01/25/2022","18,897.3","18,109.9","19,389.4","18,109.9","1.25M","-2.54%"
"01/24/2022","19,389.4","20,324.4","20,472.0","19,389.4","1.93M","-6.86%"
"01/21/2022","20,816.5","20,964.2","21,161.0","20,176.8","819.93K","-1.63%"
"01/20/2022","21,161.0","21,013.4","21,357.9","20,324.4","957.50K","2.38%"
"01/19/2022","20,668.9","20,668.9","20,865.7","19,930.7","1.30M","2.94%"
"01/18/2022","20,078.4","20,078.4","20,767.3","20,078.4","2.52M","-6.85%"
"01/17/2022","21,554.7","23,326.3","23,326.3","21,554.7","2.60M","-6.81%"
"01/14/2022","23,129.5","23,129.5","23,572.4","22,883.4","1.04M","-0.63%"
"01/13/2022","23,277.1","24,212.1","24,409.0","23,277.1","1.35M","-3.47%"
"01/12/2022","24,113.7","23,227.9","24,605.8","23,129.5","2.23M","3.81%"
"01/11/2022","23,227.9","23,621.6","24,409.0","23,031.1","1.94M","-1.67%"
"01/10/2022","23,621.6","24,901.1","24,901.1","23,621.6","2.93M","-4.38%"
"01/07/2022","24,704.2","24,409.0","25,097.9","24,310.6","1.69M","1.01%"
"01/06/2022","24,458.2","24,458.2","25,097.9","24,113.7","2.75M","-1.39%"
"01/05/2022","24,802.7","25,097.9","25,983.8","24,704.2","3.00M","-1.18%"
"01/04/2022","25,097.9","25,294.8","25,590.1","25,097.9","2.46M","0.00%"
"12/31/2021","25,097.9","25,885.3","26,229.8","25,048.7","2.84M","-0.59%"
"12/30/2021","25,245.6","24,409.0","25,245.6","24,113.7","3.64M","6.88%"
"12/29/2021","23,621.6","22,686.6","24,015.3","22,243.7","2.41M","4.35%"
"12/28/2021","22,637.4","23,031.1","23,031.1","22,538.9","1.75M","-0.86%"
"12/27/2021","22,834.2","23,474.0","23,474.0","22,637.4","689.88K","-0.43%"
"12/24/2021","22,932.6","22,538.9","23,227.9","22,194.5","1.17M","1.75%"
"12/23/2021","22,538.9","23,523.2","23,523.2","21,997.6","3.27M","-4.58%"
"12/22/2021","23,621.6","24,015.3","24,409.0","23,227.9","2.24M","-1.64%"
"12/21/2021","24,015.3","24,605.8","24,605.8","23,966.1","1.39M","-2.40%"
"12/20/2021","24,605.8","24,310.6","25,097.9","24,064.5","2.52M","1.63%"
"12/17/2021","24,212.1","23,326.3","24,212.1","23,031.1","2.02M","5.13%"
"12/16/2021","23,031.1","23,523.2","23,916.9","22,834.2","2.27M","-2.09%"
"12/15/2021","23,523.2","23,916.9","24,015.3","23,523.2","1.85M","-2.05%"
"12/14/2021","24,015.3","24,605.8","24,605.8","23,818.4","1.56M","-1.21%"
"12/13/2021","24,310.6","24,015.3","24,999.5","23,720.0","1.72M","1.23%"
"12/10/2021","24,015.3","24,605.8","24,605.8","23,818.4","1.65M","-2.40%"
"12/09/2021","24,605.8","23,818.4","24,605.8","23,818.4","1.58M","1.83%"
"12/08/2021","24,162.9","24,113.7","24,409.0","23,818.4","2.28M","0.20%"
"12/07/2021","24,113.7","23,621.6","24,113.7","22,145.2","2.73M","4.26%"
"12/06/2021","23,129.5","24,753.5","24,901.1","23,129.5","3.92M","-6.93%"
"12/03/2021","24,851.9","26,623.5","26,771.1","24,851.9","6.39M","-6.83%"
"12/02/2021","26,672.7","27,164.8","27,509.3","26,672.7","2.13M","-2.17%"
"12/01/2021","27,263.3","26,869.6","27,361.7","26,672.7","1.87M","0.00%"
"11/30/2021","27,263.3","27,066.4","28,050.6","26,574.3","4.42M","2.78%"
"11/29/2021","26,525.1","24,802.7","26,672.7","24,605.8","3.47M","3.45%"
"11/26/2021","25,639.3","26,279.0","26,574.3","25,196.4","3.20M","-2.80%"
"11/25/2021","26,377.4","25,786.9","27,066.4","25,097.9","3.63M","1.90%"
"11/24/2021","25,885.3","26,082.2","26,574.3","25,688.5","3.07M","2.53%"
"11/23/2021","25,245.6","22,932.6","25,245.6","22,932.6","3.53M","6.88%"
"11/22/2021","23,621.6","24,802.7","25,491.6","23,621.6","4.90M","-4.00%"
"11/19/2021","24,605.8","26,377.4","26,869.6","23,572.4","8.33M","-2.91%"
"11/18/2021","25,344.0","24,261.3","25,344.0","24,261.3","4.34M","6.85%"
"11/17/2021","23,720.0","22,686.6","24,113.7","22,145.2","4.45M","4.56%"
"11/16/2021","22,686.6","20,668.9","23,129.5","20,668.9","4.88M","3.83%"
"11/15/2021","21,850.0","21,357.9","21,850.0","21,259.4","4.02M","6.99%"
"11/12/2021","20,422.8","19,094.1","20,422.8","18,897.3","6.22M","6.96%"
"11/11/2021","19,094.1","19,192.5","19,537.0","18,503.6","3.99M","0.00%"
"11/10/2021","19,094.1","19,192.5","19,389.4","18,995.7","2.13M","0.26%"
"11/09/2021","19,044.9","19,438.6","19,438.6","18,946.5","3.09M","-2.03%"
"11/08/2021","19,438.6","18,946.5","19,684.7","18,897.3","4.10M","2.86%"
"11/05/2021","18,897.3","19,291.0","19,537.0","18,749.6","2.92M","-0.52%"
"11/04/2021","18,995.7","18,208.3","19,143.3","17,765.4","4.43M","6.04%"
"11/03/2021","17,913.0","19,044.9","19,192.5","17,913.0","4.13M","-4.46%"
"11/02/2021","18,749.6","18,602.0","18,897.3","18,306.7","3.46M","2.97%"
"11/01/2021","18,208.3","17,617.8","18,208.3","17,224.1","6.68M","5.71%"
"10/29/2021","17,224.1","17,519.3","17,519.3","16,928.8","2.56M","0.29%"
"10/28/2021","17,174.9","17,027.2","17,617.8","17,027.2","4.06M","1.45%"
"10/27/2021","16,928.8","16,633.5","17,125.7","16,485.9","3.58M","2.08%"
"10/26/2021","16,584.3","16,436.7","16,732.0","16,239.8","1.22M","0.30%"
"10/25/2021","16,535.1","16,584.3","16,732.0","16,436.7","1.73M","0.60%"
"10/22/2021","16,436.7","16,633.5","16,633.5","16,387.5","2.55M","-1.18%"
